area,description,house,layout,position,price,sale,style,tags,village,zone
30㎡,https://sz.zu.ke.com//zufang/SZ2553598606158872576.html,瑞景华庭,1室1厅1卫,东南,3500 元/月,null,整租,"官方核验,新上,近地铁,随时看房",前海,南山区
21㎡,https://sz.zu.ke.com//zufang/SZ2545405393979310080.html,旭飞华天苑,1室0厅1卫,东南,1700 元/月,null,整租,"官方核验,近地铁,随时看房",清水河,罗湖区
30㎡,https://sz.zu.ke.com//zufang/SZ2542561869827416064.html,双城世纪,1室0厅1卫,东南,1900 元/月,null,整租,"官方核验,近地铁,精装",罗湖口岸,罗湖区
80㎡,https://sz.zu.ke.com//zufang/SZ2543556375368712192.html,梅园新村,1室0厅1卫,东,1800 元/月,null,整租,"官方核验,业主自荐,近地铁,随时看房",笋岗,罗湖区
9㎡,https://sz.zu.ke.com//zufang/SZ2549249342154211328.html,锦洲花园,5室1厅1卫,南,1610 元/月,null,合租,"租住保障,公寓,月租,近地铁,精装",新洲,福田区
30㎡,https://sz.zu.ke.com//zufang/SZ2554473816852275200.html,东海丽景花园,1室0厅1卫,东东南南,2000 元/月,null,整租,"官方核验,新上,随时看房",盐田港,盐田区
26㎡,https://sz.zu.ke.com//apartment/27782.html,null,2室1厅1卫,1间在租,1698 元/月,仅剩1间,独栋,"独栋公寓,月租,有阳台,开放厨房",null,null
54㎡,https://sz.zu.ke.com//zufang/SZ2345566878283874304.html,水云间雅居,1室1厅1卫,东南,3000 元/月,null,整租,官方核验,梅沙,盐田区
48㎡,https://sz.zu.ke.com//zufang/SZ2544677721184157696.html,云顶天海,1室1厅1卫,东南,3150 元/月,null,整租,"官方核验,精装",梅沙,盐田区
39㎡,https://sz.zu.ke.com//zufang/SZ2542654518160793600.html,昊海君悦,1室1厅1卫,北,3200 元/月,null,整租,"官方核验,精装",沙头角,盐田区
21㎡,https://sz.zu.ke.com//zufang/SZ2480930965602705408.html,深沙大楼,1室0厅1卫,南,2600 元/月,null,整租,官方核验,沙头角,盐田区
28㎡,https://sz.zu.ke.com//zufang/SZ2396320620267970560.html,湖心岛公寓,1室0厅1卫,东北,2000 元/月,null,整租,官方核验,梅沙,盐田区
20㎡,https://sz.zu.ke.com//zufang/SZ2497201688541405184.html,马古岭小区,1室0厅1卫,南,1880 元/月,null,整租,"官方核验,近地铁,随时看房",翠竹,罗湖区
33㎡,https://sz.zu.ke.com//zufang/SZ2327483765154390016.html,朗钜御风庭,1室1厅1卫,东,4390 元/月,null,整租,"公寓,近地铁,精装,押一付一,随时看房",黄贝岭,罗湖区
16㎡,https://sz.zu.ke.com//zufang/SZ2497584073598844928.html,景贝南小区,1室0厅1卫,东南,1600 元/月,null,整租,"官方核验,精装,随时看房",黄贝岭,罗湖区
30㎡,https://sz.zu.ke.com//zufang/SZ2551977174744186880.html,友邻公寓,1室1厅1卫,北,4300 元/月,null,整租,"官方核验,近地铁",南山中心,南山区
8㎡,https://sz.zu.ke.com//zufang/SZ2555762368638894080.html,龙都花园,4室1厅1卫,东,1660 元/月,null,合租,"新上,公寓,近地铁,精装,押一付一,随时看房",西丽,南山区
22㎡,https://sz.zu.ke.com//zufang/SZ2555046592004759552.html,金钟大厦,1室0厅1卫,西北,4000 元/月,null,整租,"官方核验,新上",南山中心,南山区
80㎡,https://sz.zu.ke.com//zufang/SZ2533085910586114048.html,福安大厦,2室2厅1卫,南北,2000 元/月,null,整租,官方核验,福永,宝安区
24㎡,https://sz.zu.ke.com//zufang/SZ2547571052838928384.html,中海西岸华府南区,1室0厅1卫,西北,1200 元/月,null,整租,"官方核验,近地铁,随时看房",松岗,宝安区
17㎡,https://sz.zu.ke.com//zufang/SZ2496949593212715008.html,城市3米6公寓,1室0厅1卫,东,2000 元/月,null,整租,"官方核验,随时看房",福田保税区,福田区
30㎡,https://sz.zu.ke.com//zufang/SZ2497737246007107584.html,八卦岭宿舍,1室0厅1卫,北,1900 元/月,null,整租,"官方核验,近地铁",八卦岭,福田区
32㎡,https://sz.zu.ke.com//zufang/SZ2478164882235588608.html,八卦岭宿舍,1室0厅1卫,南,2200 元/月,null,整租,"官方核验,近地铁,随时看房",八卦岭,福田区
10㎡,https://sz.zu.ke.com//zufang/SZ2555260446680817664.html,平丽花园,4室1厅2卫,南,1400 元/月,null,合租,"新上,租住保障,公寓,近地铁,精装,随时看房",大学城,南山区
41㎡,https://sz.zu.ke.com//zufang/SZ2555112287749292032.html,雷圳碧榕湾,1室1厅1卫,东南南,5000 元/月,null,整租,"官方核验,新上,近地铁,精装,随时看房",前海,南山区
19㎡,https://sz.zu.ke.com//zufang/SZ2520079876233904128.html,马古岭小区,1室0厅1卫,南,1600 元/月,null,整租,"官方核验,近地铁",翠竹,罗湖区
34㎡,https://sz.zu.ke.com//zufang/SZ2530396976894451712.html,鹏基公寓,1室1厅1卫,东,2000 元/月,null,整租,"官方核验,随时看房",莲塘,罗湖区
32㎡,https://sz.zu.ke.com//zufang/SZ2534744010434543616.html,鹏基公寓,1室1厅1卫,南,1800 元/月,null,整租,官方核验,莲塘,罗湖区
43㎡,https://sz.zu.ke.com//zufang/SZ2533883993162514432.html,花样年花港家园,1室1厅1卫,南,2750 元/月,null,整租,"官方核验,精装",盐田港,盐田区
66㎡,https://sz.zu.ke.com//zufang/SZ2504841158044155904.html,鹏湾花园二村,2室1厅1卫,东南,3000 元/月,null,整租,"官方核验,随时看房",沙头角,盐田区
77㎡,https://sz.zu.ke.com//zufang/SZ2512140072401780736.html,关前楼,3室1厅1卫,西南,3000 元/月,null,整租,"官方核验,精装,随时看房",沙头角,盐田区
34㎡,https://sz.zu.ke.com//zufang/SZ2520239826628771840.html,华逸园,1室1厅1卫,南,2500 元/月,null,整租,"官方核验,随时看房",沙头角,盐田区
33㎡,https://sz.zu.ke.com//zufang/SZ2483373167197306880.html,金水湾御园,1室0厅1卫,西,2600 元/月,null,整租,官方核验,盐田港,盐田区
42㎡,https://sz.zu.ke.com//zufang/SZ2223680498717704192.html,泊岸雅苑,1室0厅1卫,东南,2500 元/月,null,整租,官方核验,梅沙,盐田区
37㎡,https://sz.zu.ke.com//zufang/SZ2516471811907264512.html,潜龙鑫茂花园B区,1室1厅1卫,东南,3100 元/月,null,整租,"官方核验,近地铁,精装,随时看房",民治,龙华区
8㎡,https://sz.zu.ke.com//zufang/SZ2554948841073803264.html,集浩花园,5室1厅2卫,东,1630 元/月,null,合租,"新上,公寓,精装,押一付一,随时看房",黄贝岭,罗湖区
18㎡,https://sz.zu.ke.com//zufang/SZ2517288103149051904.html,金威楼,1室0厅1卫,南,1700 元/月,null,整租,"官方核验,近地铁",百仕达,罗湖区
28㎡,https://sz.zu.ke.com//zufang/SZ2556330235700453376.html,华达园公寓,1室0厅1卫,南,2050 元/月,null,整租,"新上,公寓,随时看房",百仕达,罗湖区
116㎡,https://sz.zu.ke.com//zufang/SZ2553679375836905472.html,徽王府,7室0厅7卫,南,1200 元/月,null,整租,"官方核验,新上,随时看房",龙岗中心城,龙岗区
8㎡,https://sz.zu.ke.com//zufang/SZ2555756692839071744.html,龙都花园,5室1厅2卫,南,1760 元/月,null,合租,"新上,公寓,近地铁,精装,押一付一,随时看房",西丽,南山区
50㎡,https://sz.zu.ke.com//zufang/SZ2553560734991138816.html,中海阳光玫瑰园,2室1厅1卫,东南,5400 元/月,null,整租,"官方核验,新上,近地铁,随时看房",前海,南山区
8㎡,https://sz.zu.ke.com//zufang/SZ2556549479184736256.html,星海名城二期八组团,4室1厅1卫,北,2370 元/月,null,合租,"新上,公寓,月租,精装,押一付一,随时看房",前海,南山区
15㎡,https://sz.zu.ke.com//zufang/SZ2537623353464987648.html,鸿荣源·壹城中心第九区,1室0厅0卫,南,1580 元/月,null,合租,"官方核验,近地铁,精装",龙华中心,龙华区
31㎡,https://sz.zu.ke.com//zufang/SZ2509418640789741568.html,商住楼,1室0厅1卫,东南,1300 元/月,null,整租,"官方核验,近地铁",大运新城,龙岗区
35㎡,https://sz.zu.ke.com//zufang/SZ2520967976266768384.html,华创达文化·科技产业园,1室1厅1卫,东北,2100 元/月,null,整租,"租住保障,公寓,月租,精装,随时看房",翻身,宝安区
25㎡,https://sz.zu.ke.com//zufang/SZ2523848813064486912.html,海乐花园,1室0厅1卫,西北,2000 元/月,null,整租,"官方核验,近地铁",西乡,宝安区
28㎡,https://sz.zu.ke.com//zufang/SZ2506999740886433792.html,华创达文化·科技产业园,1室0厅1卫,东南,2100 元/月,null,整租,"租住保障,公寓,月租,精装,押一付一,随时看房",翻身,宝安区
25㎡,https://sz.zu.ke.com//zufang/SZ2414334411727446016.html,金汇名园,1室0厅1卫,南,1700 元/月,null,整租,"公寓,月租,近地铁,随时看房",翻身,宝安区
28㎡,https://sz.zu.ke.com//zufang/SZ2521715597935648768.html,中海西岸华府南区,1室0厅1卫,东北,1600 元/月,null,整租,"官方核验,近地铁",松岗,宝安区
30㎡,https://sz.zu.ke.com//zufang/SZ2547789098060349440.html,福海文创园,1室1厅1卫,东东南南,1280 元/月,null,整租,"租住保障,公寓,月租,精装,押一付一,随时看房",福永,宝安区
10㎡,https://sz.zu.ke.com//zufang/SZ2165851286908436480.html,越众小区,4室1厅1卫,南,2690 元/月,null,合租,"公寓,近地铁,精装,独立阳台,押一付一,随时看房",竹子林,福田区
16㎡,https://sz.zu.ke.com//zufang/SZ2518933406276911104.html,城市3米6公寓,2室0厅1卫,南,2100 元/月,null,整租,官方核验,福田保税区,福田区
9㎡,https://sz.zu.ke.com//zufang/SZ2555026055207591936.html,建业小区北区,4室1厅1卫,北,1960 元/月,null,合租,"新上,公寓,精装,押一付一,随时看房",竹子林,福田区
7㎡,https://sz.zu.ke.com//zufang/SZ2556528627622100992.html,缘来居,3室1厅1卫,西,2290 元/月,null,合租,"新上,公寓,精装,押一付一,随时看房",科技园,南山区
40㎡,https://sz.zu.ke.com//zufang/SZ2553426640969670656.html,世纪广场,2室1厅1卫,南,4400 元/月,null,整租,"官方核验,新上,近地铁",南山中心,南山区
10㎡,https://sz.zu.ke.com//zufang/SZ2555616248885157888.html,万科云城,5室1厅2卫,东北,2360 元/月,null,合租,"新上,公寓,近地铁,精装,押一付一,随时看房",西丽,南山区
16㎡,https://sz.zu.ke.com//zufang/SZ2555254602379837440.html,时代骄子大厦,4室1厅1卫,东南,2290 元/月,null,合租,"新上,公寓,月租,精装,随时看房",南山中心,南山区
9㎡,https://sz.zu.ke.com//zufang/SZ2555682482506694656.html,布心花园一区,4室1厅1卫,南,1690 元/月,null,合租,"新上,公寓,精装,独立阳台,押一付一,随时看房",布心,罗湖区
30㎡,https://sz.zu.ke.com//zufang/SZ2540012465027563520.html,鹏基公寓,1室0厅0卫,南,2200 元/月,null,整租,"官方核验,随时看房",莲塘,罗湖区
6㎡,https://sz.zu.ke.com//zufang/SZ2488599082244259840.html,文星花园,3室1厅1卫,南,1560 元/月,null,合租,"公寓,月租,近地铁,精装,押一付一,随时看房",春风路,罗湖区
30㎡,https://sz.zu.ke.com//zufang/SZ2533304614883958784.html,鹏基公寓,1室1厅1卫,南,1800 元/月,null,整租,"官方核验,随时看房",莲塘,罗湖区
54㎡,https://sz.zu.ke.com//zufang/SZ2419435207867777024.html,海阔凌海公寓,1室0厅1卫,东南,3000 元/月,null,整租,"官方核验,精装",梅沙,盐田区
30㎡,https://sz.zu.ke.com//zufang/SZ2513191376200400896.html,花样年花港家园,1室0厅1卫,西南,2000 元/月,null,整租,"官方核验,精装,随时看房",盐田港,盐田区
29㎡,https://sz.zu.ke.com//zufang/SZ2515806908732932096.html,合泰御景翠峰,1室0厅1卫,南,2500 元/月,null,整租,"官方核验,精装,随时看房",沙头角,盐田区
48㎡,https://sz.zu.ke.com//zufang/SZ2537744229959483392.html,鸿威海怡轩,1室0厅1卫,西南,3100 元/月,null,整租,"官方核验,精装",梅沙,盐田区
42㎡,https://sz.zu.ke.com//zufang/SZ2547891289156747264.html,泊岸雅苑,1室0厅1卫,东北,2300 元/月,null,整租,"官方核验,精装",梅沙,盐田区
17㎡,https://sz.zu.ke.com//zufang/SZ2513152127707119616.html,裕达华庭,1室0厅1卫,东北,2000 元/月,null,整租,官方核验,盐田港,盐田区
10㎡,https://sz.zu.ke.com//zufang/SZ2507061441707130880.html,金地上塘道二期,5室2厅4卫,南,1010 元/月,null,合租,"租住保障,公寓,精装,随时看房",红山,龙华区
41㎡,https://sz.zu.ke.com//zufang/SZ2531797292244549632.html,青年城邦园,1室1厅1卫,南,3300 元/月,null,整租,"官方核验,随时看房",龙华中心,龙华区
25㎡,https://sz.zu.ke.com//zufang/SZ2518707804571967488.html,景华新村,1室0厅1卫,南,1280 元/月,null,整租,"公寓,近地铁,精装",龙华中心,龙华区
54㎡,https://sz.zu.ke.com//zufang/SZ2533290456146509824.html,金侨花园,2室1厅1卫,东南,2800 元/月,null,整租,"官方核验,近地铁,随时看房",龙华中心,龙华区
20㎡,https://sz.zu.ke.com//zufang/SZ2537627305799860224.html,名都大厦,1室0厅1卫,东南,2100 元/月,null,整租,"官方核验,近地铁,随时看房",螺岭,罗湖区
8㎡,https://sz.zu.ke.com//zufang/SZ2555735264987185152.html,田苑小区,4室1厅1卫,南,1560 元/月,null,合租,"新上,公寓,精装,押一付一,随时看房",翠竹,罗湖区
15㎡,https://sz.zu.ke.com//zufang/SZ2555737809369702400.html,田苑小区,3室1厅1卫,南,1760 元/月,null,合租,"新上,公寓,近地铁,精装,押一付一,随时看房",翠竹,罗湖区
57㎡,https://sz.zu.ke.com//apartment/30664.html,null,1室2厅1卫,5间在租,2000-2200 元/月,仅剩5间,独栋,"独栋公寓,月租,拎包入住,有阳台,押一付一",null,null
89㎡,https://sz.zu.ke.com//zufang/SZ2550551764109893632.html,深房翠林苑,3室1厅1卫,南,1800 元/月,null,整租,"官方核验,随时看房",龙岗双龙,龙岗区
15㎡,https://sz.zu.ke.com//zufang/SZ2555744728461623296.html,招商名仕花园,5室1厅2卫,南,2490 元/月,null,合租,"新上,公寓,精装,押一付一,随时看房",后海,南山区
12㎡,https://sz.zu.ke.com//zufang/SZ2555640756455088128.html,珠光花半里,4室1厅1卫,西,2130 元/月,null,合租,"新上,公寓,近地铁,押一付一,随时看房",西丽,南山区
8㎡,https://sz.zu.ke.com//zufang/SZ2350600277083553792.html,星河传奇,4室2厅2卫,东,1341 元/月,null,合租,"公寓,精装,押一付一,随时看房",红山,龙华区
87㎡,https://sz.zu.ke.com//zufang/SZ2478237150899355648.html,招商观园,4室1厅2卫,南,1500 元/月,null,合租,"官方核验,精装",观澜,龙华区
30㎡,https://sz.zu.ke.com//zufang/SZ2383234013864402944.html,百富汇工业园,1室1厅1卫,南,2253 元/月,null,整租,"公寓,月租,近地铁,精装,押一付一,随时看房",龙华中心,龙华区
13㎡,https://sz.zu.ke.com//zufang/SZ2555689955565240320.html,金地龙城中央一期,5室1厅1卫,北,1230 元/月,null,合租,"新上,公寓,近地铁,精装,独立阳台,押一付一,随时看房",龙岗中心城,龙岗区
90㎡,https://sz.zu.ke.com//zufang/SZ2532618330590674944.html,君胜熙珑山,3室1厅2卫,东南,1600 元/月,null,整租,"官方核验,双卫生间,随时看房",坪地,龙岗区
13㎡,https://sz.zu.ke.com//zufang/SZ2555776452012818432.html,金地龙城中央一期,5室1厅2卫,东北,1390 元/月,null,合租,"新上,公寓,独立卫生间,月租,近地铁,押一付一,随时看房",龙岗中心城,龙岗区
47㎡,https://sz.zu.ke.com//zufang/SZ2489191130239860736.html,宏发嘉域,1室1厅1卫,西南,2500 元/月,null,整租,"官方核验,精装",公明,光明区
167㎡,https://sz.zu.ke.com//zufang/SZ2500689645424353280.html,光明1号,4室2厅2卫,东南,3000 元/月,null,整租,"官方核验,双卫生间,随时看房",公明,光明区
32㎡,https://sz.zu.ke.com//zufang/SZ2530984252930269184.html,达海花园,1室1厅1卫,南,1680 元/月,null,合租,"官方核验,精装",宝安中心,宝安区
28㎡,https://sz.zu.ke.com//zufang/SZ2506999736255381504.html,华创达文化·科技产业园,1室0厅1卫,东南,2100 元/月,null,整租,"租住保障,公寓,月租,精装,押一付一,随时看房",翻身,宝安区
45㎡,https://sz.zu.ke.com//zufang/SZ2492848340962639872.html,景山花园,2室1厅1卫,东南,1400 元/月,null,整租,官方核验,福永,宝安区
20㎡,https://sz.zu.ke.com//zufang/SZ2538516496544972800.html,中海西岸华府南区,1室0厅1卫,北,1300 元/月,null,整租,"官方核验,近地铁,随时看房",松岗,宝安区
21㎡,https://sz.zu.ke.com//zufang/SZ2545676179839385600.html,福海文创园,1室0厅1卫,南,1240 元/月,null,整租,"租住保障,公寓,月租,精装,押一付一,随时看房",福永,宝安区
35㎡,https://sz.zu.ke.com//zufang/SZ2406278143037423616.html,新安市场,1室1厅1卫,东南,1500 元/月,null,整租,"官方核验,随时看房",西乡,宝安区
15㎡,https://sz.zu.ke.com//zufang/SZ2520916172241633280.html,市政大院,5室0厅1卫,南北,2000 元/月,null,合租,官方核验,景田,福田区
12㎡,https://sz.zu.ke.com//zufang/SZ2555593702378840064.html,福华阁,3室1厅1卫,北,2160 元/月,null,合租,"新上,公寓,近地铁,精装,押一付一,随时看房",皇岗,福田区
16㎡,https://sz.zu.ke.com//zufang/SZ2512166264932679680.html,城市3米6公寓,1室1厅1卫,南,2000 元/月,null,整租,"官方核验,随时看房",福田保税区,福田区
8㎡,https://sz.zu.ke.com//zufang/SZ2556458899498868736.html,如意家园,4室1厅2卫,南,2030 元/月,null,合租,"新上,公寓,近地铁,精装,押一付一,随时看房",南头,南山区
15㎡,https://sz.zu.ke.com//zufang/SZ2555723873291616256.html,凯丽花园,4室1厅1卫,南,2480 元/月,null,合租,"新上,租住保障,公寓,月租,精装",科技园,南山区
8㎡,https://sz.zu.ke.com//zufang/SZ2555718796681674752.html,众冠花园,4室1厅1卫,西,1730 元/月,null,合租,"新上,公寓,近地铁,精装,押一付一,随时看房",西丽,南山区
10㎡,https://sz.zu.ke.com//zufang/SZ2151962871717183488.html,书院街小区,4室1厅1卫,东,1660 元/月,null,合租,"公寓,月租,近地铁,精装,独立阳台,押一付一,随时看房",东门,罗湖区
84㎡,https://sz.zu.ke.com//zufang/SZ2554120618002366464.html,鹏莲花园,3室1厅1卫,南,3800 元/月,null,整租,"官方核验,新上,随时看房",莲塘,罗湖区
20㎡,https://sz.zu.ke.com//zufang/SZ2367151503950749696.html,建设集团宿舍,1室0厅1卫,南,1800 元/月,null,整租,"租住保障,公寓,月租,近地铁,押一付一,随时看房",地王,罗湖区
